epoch,eval_loss,eval_accuracy,eval_f1
1.0,0.08292926102876663,0.9740474733485781,0.9740473326264041
2.0,0.06356553733348846,0.982762729878579,0.9827606272566506
3.0,0.04886764660477638,0.987619569068247,0.9876187987945525
4.0,0.056309282779693604,0.9873425875229476,0.9873412538185897
5.0,0.05881081521511078,0.9875036233050984,0.9875021308253333
6.0,0.07943806052207947,0.9860736255595993,0.9860713906476185
