uuid,사업자명,리뷰본문,키워드
5406b8d3-23b4-42e5-ba93-68a7797950d7,인천집,직장 이 근처에 있을 때 자주 갔던 보쌈맛집.. 굴 있을 때 먹어야 함,"음식이 맛있어요, 특별한 메뉴가 있어요"
458b1450-1fbd-46d0-b2ca-bb3832926979,인천집,맛있는 녀석들이 촬영한 곳.. 사업 번창하세요,컨셉이 독특해요
2f16a6c8-c074-42b7-ab20-240a42da6988,인천집,"요즘 아픈 친구 때문에 고기는 무조건 보쌈만 먹어서 몇달간 유명하다는 보쌈집은 다 가본거 같아요!
인천집만에 특색있는 고기 김치 그리고 반찬들!

전 상콤달콤한 김치보단 겉절이 김치를 좋아해서 대련집도 그렇고 김치가 조금 아쉬웠어요~ 
고기는 정말 부드럽게 맛나더라구여! 잡내도 없고~~ 근데 중간에 느끼함이 왜 올라왔는지 많이 못먹었어요!
다들 맛있게 먹고 사람 가득가득 6시되니 다차더라구요~
공간이 완전 좁아서 웨이팅 어마할듯해요! 

양에비해 가격이 비싸서 가성비는 좀 아쉽구요
한번 경험해봤으면 되는곳 같아요!",건강한 맛이에요
18b89906-ec8c-438f-b7d1-2891446d733d,인천집,수육이랑 칼국수 꼭 드세요!,음식이 맛있어요
32298cbf-1996-48b5-bde6-4c9f4414a180,인천집,"안녕하세요, 다동 먹자골목에 있는 인천집 방문 후기입니다.

50년 전통의 노포로 점심 저녁 가릴 것 없이 인근 직장인들로 문전성시를 이루는 을지로 맛집입니다.

이름난 을지로 맛집답게 음식은 가짓수가 꽤나 돼서 다양하게 즐길 수 있습니다. 식사로 괜찮은 조개 칼국수와 술안주로 곁들이기 좋은 제육보쌈이 가장 인기가 많은데 특히 기가 막힌 시원한 감칠맛의 칼국수 즐겨보시길 추천드립니다
​",음식이 맛있어요
fa64d815-7905-4e06-a8f0-b79e298c6ecf,인천집,"윤기 보이시나여 ,, 웨이팅 하고 먹을 맛이에요 체고",음식이 맛있어요
54cfb03e-b51f-426a-bec2-4c5d509d5ce1,인천집,또 간만에 맛난 수육집 발견! 쫀득하고 따듯한 맛깔난 수육과 깔끔하고 담백 고소한 칼국수! 환상의 짝꿍!!,음식이 맛있어요
142a3ef8-2e62-44d5-a6fa-1a7d7bd8511b,인천집,"족발같은 수육!!! ㅋㅋㅋㅋㅋㅋ
비계가 진짜 쫀득하구 살코기 잡내도 많이 나지 않아서 괜찮았어요!! 가격이 좀 사악하지만....","음식이 맛있어요, 양이 많아요, 잡내가 적어요, 음식이 빨리 나와요"
1b9165dd-2d20-44ac-8497-ff1d3444c785,인천집,"근처 들렸다가 여기가 제일 괜찮아 보여서 갔어요 수육에 칼국수 먹으면 딱 좋아용 김치에 무말랭이 무침, 배도 몇조각 있는 거 같은데 수육이랑 잘어울리고 담에두 종각 오면 여기 올래여","음식이 맛있어요, 양이 많아요, 고기 질이 좋아요, 아늑해요, 친절해요"
d654e00b-ec86-4530-9b1d-619564a9c2a1,인천집,계산하는데 술 조금먹고 오래 있었다고 다음부터는 그렇게 하지말라는 말들었습니다. 모임때마다 추천하던 곳이었는데 다른 손님들 많으신거 같으니 이제 안가려구요. 계속 장사번창하세요,음식이 맛있어요
cde9bfbc-26b9-4663-bbd7-9341a5b38567,맛있는집,"메뉴 하나하나 너무 맛있고 이렇게 세 메뉴 조합 최고였어요👍🏻
오렌지 치킨, 상하이로포크, 차돌마라탕면
바삭하고 깊고 매콤하고 세 조합이 좋아서 추천이에요
다 맛있는데 제 원픽은 오렌지치킨! 꼭 드셔보세요💛","인테리어가 멋져요, 음식이 맛있어요, 특별한 메뉴가 있어요"
c5ba8988-2b8d-4cbf-bef2-aac39967e16a,맛있는집,늘 맛있어요. 음식이 정말 빨리 나왔어요ㅋ 급할때 먹고가도 좋을공간,"음식이 맛있어요, 특별한 메뉴가 있어요, 음식이 빨리 나와요"
cf0c1bbf-7e3f-4d26-bdf9-2e0a8c85b794,맛있는집,"새우볶음밥, 오렌지치킨, 차우멘 다 맛있고 깔끔하니 좋네요!!!","음식이 맛있어요, 인테리어가 멋져요, 친절해요"
e37b6c06-effc-4774-a27b-ded2e7e42437,맛있는집,마라탕면 맵찔이에게도 알싸한 매운 맛이라 마라탕쳐돌이라면 사랑할 맛입니다. 개인적으로 제너럴 쏘 치킨보단 걍 오렌지 치킨이 나은 듯해요!,"인테리어가 멋져요, 매장이 넓어요, 음식이 맛있어요"
7f936680-451c-4775-8042-04d31841573b,맛있는집,"음식도 맛있도 직원분들도 친절했어요! 사전에 예약을 안 하고 갔다면 만석이었을텐데, 예약을 하고 가서 바로 입장할 수 있었습니다🫶🏻

마라탕면을 평소 안 먹었는데, 차알에서 처음 먹었는데 정말 맛있었어요😆💓","인테리어가 멋져요, 음식이 맛있어요, 특별한 메뉴가 있어요"
d283784e-05b0-4d43-8525-11f295b483f6,맛있는집,"다 맛있어요~~^^
여럿이 가서 다양하게 맛보면 좋을 것 같아요!","음식이 맛있어요, 인테리어가 멋져요, 매장이 넓어요"
3968c435-db73-49da-adbb-27283c5bb20e,맛있는집,"🍴마라탕면, xo볶음밥, 차우멘
음식이 다 깔끔하고 맛있어요👍 마라탕면 추천합니다","음식이 맛있어요, 양이 많아요, 메뉴 구성이 알차요"
008a4288-78c0-4664-b8d8-f8ea7291572f,맛있는집,"겉으로 보이는 매장보다 생각보다 안쪽으로 자리가 많이 있었습니다. 그런데 제가 웨이팅 리스트 작성하고 매장에 입장하기 전까지 웨이팅 리스트를 한번도 체크 안하시더군요. 분명 식사를 하고 나오는 사람들이 많았는데 부르지 않길래 이상해서 직원한테 얘기하려고하니 그제서야 들어오라고 이름 호명했습니다. 들어가보니 안쪽에 빈 자리가 꽤 많아서 입장부터 혼란스러웠고, 저보다 한참 뒤에 온 사람들과 같이 입장해서 음식도 늦게 나오는 게 이럴거면 웨이팅 시스템이 왜 있나싶네요. 웨이팅 리스트 확인 잘 안실거면 테이블링 같은 전자시스템 도입하시는 게 낫겠습니다. 식당 음식 대비 웨이팅 손님 응대 수준이 너무 떨어지네요.","음식이 맛있어요, 특별한 메뉴가 있어요, 매장이 넓어요, 대화하기 좋아요"
659d5a12-7981-4696-9ea5-b7d70fd07b51,맛있는집,"게살스프,청경채 볶음, 해물볶음밥 간도 적당하고 맛 있었는데 짜장면은 간이 좀 짜더라구요~ㅜㅠ","음식이 맛있어요, 재료가 신선해요"
cff49f87-21de-4099-821f-8a04436134f6,맛있는집,"마파두부랑 해물볶음면 시켰어요
마파두부 추천입니다! 팔팔 끓으면서 나오는데 밥위에 얹어먹으니 제대로였어요
다만 물맛이 좀 비릿하고 안시원한게 아쉬웠습니다
볶음면은 무난한 맛이었던거같아요",음식이 맛있어요
4b059c1e-964b-427a-a815-e8f0e871cfdc,맛있는집,"직원분들이 친절하시고(남성 직원 한 분 빼고요. 뒤에 온 일행에게 굉장히 불친절했다고 합니다. 다른 분들은 상냥하셨어요.), 음식이 맛있습니다. 전체적인 간이 세지 않아서 부담이 없어요. 요리별로 소스가 맛있어요. 프랜차이즈인데도 그런 느낌이 크지 않습니다.","음식이 맛있어요, 잡내가 적어요, 음식이 빨리 나와요"
bf015d3c-0596-4df6-8816-a0dd06189a42,맛있는집,사천짜장면! 더 맵게 선택이 필요해요!,"음식이 맛있어요, 특별한 메뉴가 있어요, 인테리어가 멋져요, 매장이 넓어요"
de74618e-9244-4453-9ada-01951a569c52,맛있는집,깐풍마늘가지쉬림프는 꼭 시키세요. ㅎㅎ 맛있는 미국식 중식당으로 분위기 좋고 맛있어요.,"단체모임 하기 좋아요, 음식이 맛있어요, 특별한 메뉴가 있어요"
ec63d04b-a390-4d5e-b682-55e4240582c9,맛있는집,"🍴볶음밥, 사천짜장면
음식이 무척 빨리 나와요! 맛있습니다👍","매장이 넓어요, 음식이 맛있어요, 특별한 메뉴가 있어요, 가성비가 좋아요, 메뉴 구성이 알차요"
fa24d82b-78bd-4458-a79d-422896a480d9,맛있는집,"유린기와 새우살가지튀김

좀 느끼해요 
하이볼이랑 같이 먹으면 괜찮아요",매장이 넓어요
a9c94efc-b576-4b79-84c7-e82b68693bfd,맛있는집,"신랑이랑 광화문 디타워에 있는 차알에서 저녁을 먹고 왔어요. 12년된 맛집으로 미국에서 즐길 수 있는 중식을 한국에 맞게 재해석한 곳이예요. 내부도 1930년대 뉴욕 차이니즈 레스토랑 컨셉 인테리어라 고급지더라구요. 손님들도 굉장히 많았는데 차알의 해석으로 만든 메뉴들이 하나같이 다 맛있었어요. 데이트, 친구들 모임 시 꼭 한번 가보세요. 이왕이면 검증 받은 맛집에서 분위기를 내보는 것이 좋겠죠? 블루리본 레드리본 맛집이예요♡","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 인테리어가 멋져요, 주차하기 편해요"
153858a6-cead-4ae0-acce-c8dab97cb51c,맛있는집,"혼밥도 좋와요!
음식 맛있어요!
일인이여서 괜히 테이블 차지하는가 눈치 보이긴 하는데.. 2인상 테이블이여서 덜 부담스럽고 음식도 가격대비 착하고 맛잇어요!","음식이 맛있어요, 양이 많아요, 인테리어가 멋져요, 매장이 넓어요, 혼밥하기 좋아요"
4c60dd3f-5a3d-4848-81f3-7029c259029a,맛있는집,"🍴제너럴쏘치킨, 차우멘
음식이 맛있고 자리가 넓어서 모임 장소로 추천해요!","음식이 맛있어요, 양이 많아요, 메뉴 구성이 알차요, 매장이 넓어요"
ab139e9e-1961-4f73-adaa-8b05006449eb,맛있는집,"유린기가 진짜 맛있고, 요리보다는 식사메뉴가 양이 진짜 많아요!!!!!!! 맛있어용",양이 많아요
d1e51474-1b73-4019-be0d-b386921de710,맛있는집,깐풍마늘가지새우 맛있네요. 가지와 탱글한 새우의 식감이 좋았어요,"음식이 맛있어요, 친절해요"
692fa642-d0f9-403c-91c5-ce8bdc4cc133,강한만두,"아이들 병원이 이건물에 있어서 가끔 가게 됩니다~
오늘 고기랑 김치만두 사봤어요 아이들이 만두 진짜 좋아해요~^^  날이쌀쌀하니 김나는거 보니 더맛있어 보이네요~  김치만두 좋아하는데  강한맛보다는 적당해서 맛있었어요 고기만두는 아이가 한개도안주고 다먹었네요 ㅋㅋㅋ또 사러 가야하나 봐요^^",음식이 맛있어요
2aca25a0-8ee4-4dbe-90e1-e53e156e3152,강한만두,"만두 맛있어요 여기 만두만 먹어요^^
어제도 먹었는데 너무 자주 먹나??
ㅋㅋ 김치 만두 맛있고요 여기 튀긴 찜빵도 맛있어요","음식이 맛있어요, 특별한 메뉴가 있어요"
8a57e892-5388-4e44-8c03-f28dabd10599,강한만두,만두맛집으로 소문듣고 왓어요ㅎ 맛잇어요ㅎㅎ,음식이 맛있어요
5e8ed14b-f19c-4c9e-86ef-d7560065dee8,강한만두,고기 볼크런치 겉바속촉 잡내없이 맛있어요,"음식이 맛있어요, 재료가 신선해요, 친절해요"
9cc96f99-8948-47cd-b619-41dc34f9b840,강한만두,"우리동네 만두가게 만두를 워낙 좋아해서...
만두는 강한만두만 먹어요...
오늘은 혼자 먹는 관계로 김치랑 고기랑 사가요^^
강한만두 메뉴가 점점 늘어나네용^^","음식이 맛있어요, 혼밥하기 좋아요"
086ae015-2057-44c8-aec6-c761ffb94138,강한만두,맛있고 친절해요,"음식이 맛있어요, 특별한 메뉴가 있어요, 친절해요, 매장이 청결해요"
e4d2350e-ea3c-4cec-b7ca-65db828c3b98,강한만두,맛있는고기만두!너무 맛있게 잘먹었어요!^^,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요, 친절해요"
26b10da8-0aa8-40ab-af0c-68e3e7b89a34,강한만두,"맛이
 좋습니다
!!","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요"
1a25b2b8-b43c-402b-9157-75273d2294a1,강한만두,맛나고 친절해요,가성비가 좋아요
8123896a-471f-432a-a870-2ad525638ff8,강한만두,다른쪽만두만 먹다가 여기처음 먹어봤는데 너무 많있게 잘먹었습니다!^^,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 친절해요, 매장이 청결해요"
985440ef-7d96-4fd7-982c-a0c82c494a47,강한만두,만두도 맛나지만 옥수수빵 맛나요~^^,음식이 맛있어요
f1efc885-b56b-4a3f-9a44-51dafd8e9144,강한만두,군만두 정말 맛있어요~ 간판이나 분위기가 많이 바꼈는데 전에 있던 가게에서 이름만 바꾼거래요~ 만두맛은 역시 이집이 쵝오~! 울 동네 맛집 안없어져서 다행 ㅠ,"음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 청결해요, 음식이 빨리 나와요"
719e39e6-d59a-4973-ac29-ee48464c4611,강한만두,맛나요,음식이 맛있어요
c5fae2d9-abcd-4e7f-bd0e-9acc31e60a39,강한만두,좋아요,음식이 맛있어요
21f8aad2-16a3-4b18-9d58-209e42cd61e3,강한만두,맛있어요,음식이 맛있어요
69c31bab-f0df-4a8f-8560-76c0b51901eb,강한만두,좋아요,"음식이 맛있어요, 매장이 넓어요, 친절해요, 매장이 청결해요"
5e4bdb23-2467-4892-b2b3-2d31ae4e6d5b,강한만두,맛있어요,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 인테리어가 멋져요"
4e3940d4-4e41-48c2-9bc9-feae4aed66c5,용우동,맛있고 가성비 좋아요! 반찬도 여러 가지라 좋네요:) 무척 친절하셨어요!,"혼밥하기 좋아요, 친절해요, 음식이 맛있어요, 가성비가 좋아요"
674a5af9-daa2-4839-a858-09bc961a796f,용우동,음식이 맛있고 사장님이 친절해요,음식이 맛있어요
fe722ea3-c794-482a-b180-ce41fb45b6a4,용우동,음식이 깔끔하고 맛있어요,음식이 맛있어요
e0de8f48-9746-4312-802a-aa3bc6f7363c,용우동,"헤헤 혼밥하기 좋아요
이번달에 벌써 3번이나 왔어용

오늘은 갓성비 용우동(6,000원)
을 먹었는데 면발이 부들부들.. 오동통..!
해서 잘 먹었습니다!

인스턴트 우동같지 않아서 좋았어요
면발이 특별했고 국물은 우리가 알고있는 그런 우동맛!","가성비가 좋아요, 혼밥하기 좋아요"
6495f562-9a53-48cf-a7f7-ffe0b2e87bf8,용우동,사장님 항상 친절하셔서 좋아요^^,"특별한 메뉴가 있어요, 친절해요"
36769904-9bed-4746-ab27-e2314026d009,용우동,"일정 끝내고 귀가하다 들렀습니다.
내부가 우드톤으로 정감갑니다. 대학가라 전반적으로 가성비 있는 메뉴들이 많습니다


순두부 찌개 시켰는데 맛있었습니다
순두부 찌개에 작게 칵테일 새우 넣어주는 곳은 처음 봤네요🤭🤭 귀여워서 찍었습니다.


전반적으로 무난하게 맛있는 김밥천국 상위호환
담에는 돈까쓰 먹어보려구요","음식이 맛있어요, 가성비가 좋아요, 혼밥하기 좋아요"
cacbee84-459e-492e-b9c0-3bf51d7c9301,용우동,대학교에 교육들으러와서 밥먹으러 들렀어요~ 돈까스가 쬐금 탓는데 맛잇엇습니당,"음식이 맛있어요, 가성비가 좋아요, 혼밥하기 좋아요, 아늑해요, 친절해요"
d12498b3-3535-4e2b-ab4f-4183fc598591,용우동,"혼밥해도 눈치안보고 친절하시기도 해서, 편하게 먹을수 있어요.","음식이 맛있어요, 특별한 메뉴가 있어요, 가성비가 좋아요, 혼밥하기 좋아요"
d825f02c-d2a3-41e5-9e1a-b973f9f872b0,용우동,"혼밥한다고 눈치 안주고 친절합니다. 
음식도 맛있네요.","음식이 맛있어요, 특별한 메뉴가 있어요, 매장이 넓어요, 혼밥하기 좋아요, 친절해요"
f4297502-cb84-4a80-8ec4-46a9e207fab0,용우동,매운치즈삼겹살돌솥밥과 돈까스 모밀 소바 세트 둘다 넘 맛있어요👍🏻사장님도 친절하세요😄,"음식이 맛있어요, 특별한 메뉴가 있어요, 가성비가 좋아요, 친절해요, 혼밥하기 좋아요"
e46b4ed8-fbe9-41a4-b233-ed9d07850401,용우동,항상 친절하세요^^,친절해요
72bf5dcb-f446-4528-a620-b9c5cb48115a,용우동,여긴 눈치안보고 혼밥하기 좋아요. 사장님 친절하시고 음식도 맛있어요.,"특별한 메뉴가 있어요, 혼밥하기 좋아요, 친절해요"
671105d0-7d68-40e3-a017-f7a7188fae00,용우동,언제든 눈치 안주시고 혼밥하기 편하고 좋아요. 음식이 맛있어요. ,"음식이 맛있어요, 특별한 메뉴가 있어요, 혼밥하기 좋아요, 친절해요"
93b0467d-e69d-4ef6-8d61-d5a3e73bcfe7,용우동,개맛도리,음식이 맛있어요
